feat_01,feat_11,feat_02,feat_12,feat_03,feat_13,feat_04,feat_14,feat_05,feat_15
0.49831838786500016,0.4900629812100003,0.44654342468999997,0.5529005083099995,0.5034300841900002,0.5036790202349999,0.5057149777300002,0.4876520994800002,0.4906797007049997,0.5073881082249999
0.49994526522000016,0.49755502784999966,0.48968738553999963,0.5012107681600001,0.5114380310500001,0.4993032475700004,0.5022328866099999,0.49670178112,0.4953413233250002,0.4704881528349999
0.48856789795500005,0.4834871736049998,0.4827943794750001,0.515958359945,0.5088667004999998,0.48120993887,0.4967874672599998,0.5028030086199998,0.49117266787999975,0.5112014644000005
0.4731407490349997,0.5090372600149998,0.52446377829,0.47159906825499986,0.527710872685,0.4667383526699998,0.459753049915,0.49428450061499973,0.4715174665600001,0.480152186345
0.5040292038749996,0.47554302588999986,0.47391444122999987,0.4813059828150001,0.4930566716049997,0.5182225755750001,0.4989060398350002,0.48849950942999987,0.4880031332000001,0.49497779548500026
0.5337433535099999,0.47593368599000013,0.5179131522199999,0.4972514134749999,0.523722433535,0.51817159577,0.5142100039100002,0.4928087974850001,0.49565048451500027,0.48531151645499976
0.4869286707949999,0.5234771691849995,0.47947536850999994,0.5056672867150002,0.5054352766899995,0.4746134321600001,0.47485208257000033,0.5099283261500003,0.5205214375499998,0.4742967038100002
0.5110150057199995,0.47973882910500015,0.52878133667,0.5123521105900001,0.46936517425000035,0.4887593845699999,0.52195635594,0.49815269123000033,0.4902612433850002,0.4790383593449995
0.49344585599999996,0.5225776664450003,0.50289985715,0.5244421014649999,0.5344612862599998,0.5209453163700004,0.5127607428150001,0.5179198265950002,0.47036627288500005,0.5068329551750004
0.47597123579999995,0.54571355006,0.5135290359050003,0.5630178905599998,0.48535275153000007,0.5008930809100001,0.533714764015,0.5098941063049999,0.5013298822650001,0.5010929735300002
0.5237738297950001,0.47703146952499986,0.5333366259849999,0.49755027019500014,0.5489665731749995,0.46607474780000013,0.5027082193799999,0.4970107628749997,0.51427023593,0.519359654755
0.5492497283249996,0.5042045658150001,0.5460806850150002,0.5231804109100002,0.50368425442,0.510208342035,0.502676487005,0.512569421065,0.48393820108999996,0.5165356214350001
0.513126417535,0.4823767379200001,0.49040780465499995,0.5106529099799998,0.500776448885,0.50841804077,0.46049194388500014,0.5162385977600004,0.5177444290250003,0.49236921199500006
0.482280753525,0.4763455153049997,0.53500097169,0.47483117389000007,0.5233733941250001,0.4971715344149999,0.4832055768350004,0.49592125683500027,0.47531268524000003,0.466810961385
0.4619211443949998,0.4737080963200001,0.5032070855650003,0.4767452970749999,0.4912244108050002,0.5095135527750001,0.43491697881000024,0.5186094349649999,0.499293389435,0.49811386652499984
0.5303225051699997,0.4864122949499998,0.5034149693100001,0.48736985992500015,0.51988459628,0.5162945734350001,0.5121118734100001,0.48553952941499995,0.47347925884500003,0.5313519387849996
0.5003947504450001,0.47842466915000004,0.4934293501249997,0.51886957249,0.48200965581000005,0.508069928285,0.49347243151500003,0.5065834322500002,0.47107132286500003,0.51078813764
0.49734634241500025,0.4832139794799996,0.47575867750999984,0.4995055967650001,0.5340364154000002,0.5129504847849998,0.47961587899000024,0.5026323350299998,0.49666796576000005,0.47211106117000035
0.49111347653,0.5270076806050001,0.48187732955499996,0.4576369989799998,0.523129817265,0.4819464970850001,0.5041696401400002,0.5497729036650003,0.4744371868700001,0.4978234416200001
0.5190928675949996,0.48178681381000016,0.5095905995750001,0.5043247734799996,0.4867551334300002,0.5107266675549998,0.49451597727499985,0.5082331047599999,0.5175342867649999,0.45106056779999987
0.5134867955100001,0.5335381827499998,0.49787853524999987,0.4726515363949999,0.5005271596700002,0.488466689675,0.49510165038500015,0.5210410925000004,0.471832105435,0.5206924142100001
0.5274319213700001,0.4829333101000002,0.5076047076000002,0.5206801399350002,0.5160852558900003,0.467720125105,0.5030699663799999,0.4862682998449999,0.4769651310499999,0.480842752635
0.5093485700750001,0.469603757585,0.49068823599999994,0.5024496826450001,0.48512080891499976,0.5384701692150002,0.50178638663,0.5087032023849999,0.4913025761449996,0.4984321471650003
0.487868210865,0.4966375198500001,0.49729281575500023,0.48915273650000013,0.47739834825500016,0.5023029764499998,0.5096929828299999,0.5005024748750002,0.5042946159349999,0.5151586894599997
0.4925892963349996,0.4329488789000003,0.5271683692650003,0.4895812353250002,0.5009227984500002,0.47269313419999986,0.49395927756999997,0.5041640581399999,0.47088090171000024,0.49725764804000006
